Time (h),Lactic Acid P (g/L)
15.0,26.940818987962732
15.087719298245615,27.186749569399737
15.175438596491228,27.43189630233004
15.263157894736842,27.67623228585995
15.350877192982455,27.919733275422306
15.43859649122807,28.162375525063368
15.526315789473685,28.404136047951404
15.614035087719298,28.64499284922734
15.701754385964913,28.88492472936751
15.789473684210526,29.12391134731215
15.87719298245614,29.361933298316238
15.964912280701753,29.598971934144455
16.05263157894737,29.835009436357545
16.140350877192983,30.070028814955602
16.228070175438596,30.304013896738073
16.31578947368421,30.536949294664197
16.403508771929825,30.76882040618038
16.49122807017544,30.99961338986917
16.57894736842105,31.229315191758506
16.666666666666668,31.45791351382289
16.75438596491228,31.68539675931629
16.842105263157894,31.91175403914564
16.929824561403507,32.13697516502645
17.017543859649123,32.36105063055013
17.105263157894736,32.583971634049995
17.19298245614035,32.80573002088125
17.280701754385966,33.026318276839966
17.36842105263158,33.2457295148498
17.45614035087719,33.46395745784787
17.54385964912281,33.68099642847827
17.63157894736842,33.896841332477074
17.719298245614034,34.11148763952549
17.80701754385965,34.32493136966541
17.894736842105264,34.537169080185215
17.982456140350877,34.74819784909465
18.07017543859649,34.95801525944079
18.157894736842106,35.16661938444667
18.24561403508772,35.374008772203034
18.333333333333332,35.58018243531897
18.42105263157895,35.78513984091592
18.50877192982456,35.98888087833408
18.596491228070175,36.191405851612856
18.684210526315788,36.39271546470719
18.771929824561404,36.59281080630629
18.859649122807017,36.791693334652464
18.94736842105263,36.98936486235992
19.035087719298247,37.185827541572294
19.12280701754386,37.381083902121524
19.210526315789473,37.57513680756017
19.29824561403509,37.76798940462895
19.385964912280702,37.95964513438619
19.473684210526315,38.15010771847972
19.56140350877193,38.339381146295224
19.649122807017545,38.52746969005314
19.736842105263158,38.714377866378136
19.82456140350877,38.90011041544921
19.912280701754383,39.08467229701961
20.0,39.26806867737986
20.087719298245613,39.45030492048814
20.175438596491226,39.631386635426175
20.263157894736842,39.81131960723148
20.350877192982455,39.99010978371321
20.43859649122807,40.16776327666791
20.526315789473685,40.34428635344574
20.614035087719298,40.5196854373717
20.70175438596491,40.6939670829041
20.789473684210527,40.86713796875389
20.87719298245614,41.03920488881677
20.964912280701753,41.21017475613474
21.05263157894737,41.380054617078976
21.140350877192983,41.54885159644148
21.228070175438596,41.71657290545628
21.315789473684212,41.883225834128176
21.403508771929825,42.04881776077773
21.49122807017544,42.213356146158176
21.57894736842105,42.376848500493416
21.666666666666664,42.53930238796117
21.75438596491228,42.700725419605924
21.842105263157894,42.861125270962475
21.929824561403507,43.02050965891378
22.017543859649123,43.178886324884004
22.105263157894736,43.3362630363018
22.19298245614035,43.49264758454391
22.280701754385966,43.64804779409549
22.36842105263158,43.80247150870507
22.45614035087719,43.95592657032005
22.54385964912281,44.108420824477555
22.63157894736842,44.259962120199106
22.719298245614034,44.41055832587691
22.80701754385965,44.560217291966545
22.894736842105264,44.70894685658145
22.982456140350877,44.85675484379097
23.070175438596493,45.00364906024308
23.157894736842103,45.14963729347088
23.24561403508772,45.2947273193939
23.333333333333332,45.43892688755806
23.421052631578945,45.582243721654116
23.50877192982456,45.72468551976786
23.596491228070175,45.866259953476586
23.684210526315788,46.00697466490805
23.771929824561404,46.14683722718841
23.859649122807017,46.285855182153156
23.94736842105263,46.42403604089523
24.035087719298247,46.56138727354677
24.12280701754386,46.69791630811678
24.210526315789473,46.833630529244694
24.29824561403509,46.96853726282173
24.385964912280702,47.10264378505497
24.473684210526315,47.23595732726919
24.56140350877193,47.36848506973423
24.64912280701754,47.500234140717204
24.736842105263158,47.63121161566204
24.82456140350877,47.761424511800236
24.912280701754383,47.89087978853628
25.0,48.01958435148296
25.087719298245613,48.147545049134095
25.175438596491226,48.274768672327156
25.263157894736842,48.40126195381093
25.350877192982455,48.52703156520082
25.43859649122807,48.65208411510953
25.526315789473685,48.776426154438056
25.614035087719298,48.9000641735266
25.70175438596491,49.02300460191516
25.789473684210527,49.14525380822694
25.87719298245614,49.266818098672246
25.964912280701753,49.387703713927365
26.05263157894737,49.50791683522952
26.14035087719298,49.62746358174421
26.228070175438596,49.74635001069521
26.315789473684212,49.86458211748583
26.403508771929822,49.98216583492118
26.49122807017544,50.099107029853336
26.57894736842105,50.21541150915472
26.666666666666664,50.33108501814481
26.75438596491228,50.446133240445555
26.842105263157894,50.560561798241245
26.929824561403507,50.67437625257009
27.017543859649123,50.787582103638584
27.105263157894736,50.90018478863235
27.19298245614035,51.012189683020694
27.280701754385966,51.123602103016445
27.36842105263158,51.23442730438729
27.45614035087719,51.34467048265712
27.54385964912281,51.454336773291224
27.63157894736842,51.56343125186034
27.719298245614034,51.671958935250984
27.80701754385965,51.779924788010675
27.89473684210526,51.88733371391574
27.982456140350877,51.99419055835808
28.07017543859649,52.10050010955814
28.157894736842103,52.206267098918076
28.24561403508772,52.3114962013617
28.333333333333332,52.41619203565845
28.421052631578945,52.52035916781942
28.50877192982456,52.624002111548826
28.596491228070175,52.72712532415081
28.684210526315788,52.82973320943329
28.771929824561404,52.93183011819975
28.859649122807017,53.03342034873196
28.94736842105263,53.13450814726713
29.035087719298247,53.235097708689494
29.12280701754386,53.3351931790413
29.210526315789473,53.43479865351277
29.29824561403509,53.53391817732256
29.3859649122807,53.63255574662635
29.473684210526315,53.730715309055526
29.56140350877193,53.82840076425184
29.64912280701754,53.92561596439723
29.736842105263158,54.02236471523207
29.82456140350877,54.11865077687619
29.912280701754383,54.21447786327428
30.0,54.30984964326179
30.087719298245613,54.40476974112086
30.175438596491226,54.49924173712171
30.263157894736842,54.59326916805807
30.350877192982455,54.68685552782048
30.43859649122807,54.780004268610256
30.526315789473685,54.87271880073158
30.614035087719298,54.965002493123635
30.70175438596491,55.05685867405627
30.789473684210527,55.14829063165751
30.877192982456137,55.239301614434204
30.964912280701753,55.329894831785516
31.052631578947366,55.420073454760434
31.140350877192983,55.50984061687946
31.228070175438596,55.59919941387707
31.31578947368421,55.68815290452193
31.403508771929825,55.776704111145456
31.49122807017544,55.864856020139115
31.57894736842105,55.95261158244471
31.666666666666664,56.03997371406016
31.75438596491228,56.12694529716293
31.842105263157894,56.2135291798916
31.929824561403507,56.29972817671566
32.01754385964912,56.38554506912489
32.10526315789474,56.470982606090374
32.19298245614035,56.55604350451799
32.28070175438596,56.64073044969421
32.368421052631575,56.72504609572407
32.45614035087719,56.80899306596119
32.54385964912281,56.89257395342987
32.631578947368425,56.97579132147177
32.719298245614034,57.05864770562944
32.807017543859644,57.141145611786186
32.89473684210526,57.22328751714106
32.98245614035088,57.305075870892765
33.07017543859649,57.38651309466639
33.1578947368421,57.4676015829376
33.24561403508772,57.54834370345488
33.33333333333333,57.628741797660254
33.421052631578945,57.70879818110908
33.50877192982456,57.78851514388941
33.59649122807018,57.867894950501736
33.68421052631579,57.94693983934528
33.771929824561404,58.02565202536474
33.859649122807014,58.1040336995043
33.94736842105263,58.182087029008926
34.03508771929825,58.25981415780239
34.12280701754386,58.33721720686459
34.21052631578947,58.41429827460863
34.29824561403508,58.4910594372584
34.3859649122807,58.56750274922699
34.473684210526315,58.6436302434968
34.56140350877193,58.71944393035345
34.64912280701754,58.794945797959734
34.73684210526316,58.87013781524581
34.82456140350877,58.94502193075692
34.91228070175438,59.019600072966654
35.0,59.09387415059179
35.08771929824562,59.16784605290511
35.175438596491226,59.2415176500462
35.26315789473684,59.314890793330804
35.35087719298245,59.387967315558875
35.43859649122807,59.460749031287584
35.526315789473685,59.53323773572359
35.6140350877193,59.60543520639293
35.70175438596491,59.677343203812924
35.78947368421052,59.748963471208285
35.87719298245614,59.82029773477066
35.96491228070175,59.89134770391457
36.05263157894737,59.96211507152998
36.140350877192986,60.03260151423166
36.228070175438596,60.10280869260528
36.315789473684205,60.17273825145071
36.40350877192982,60.24239181996967
36.49122807017544,60.31177101158654
36.578947368421055,60.38087742478417
36.666666666666664,60.4497126432068
36.75438596491228,60.51827823579678
36.84210526315789,60.586575757008625
36.92982456140351,60.65460674701991
37.01754385964912,60.722372731938826
37.10526315789474,60.78987522400862
37.19298245614035,60.857115721809
37.28070175438596,60.92409571045463
37.368421052631575,60.990816661739885
37.45614035087719,61.05728003421813
37.54385964912281,61.123487273634986
37.631578947368425,61.18943981301643
37.719298245614034,61.25513907283801
37.807017543859644,61.32058646120203
37.89473684210526,61.38578337401187
37.98245614035088,61.45073119514362
38.07017543859649,61.51543129661506
38.1578947368421,61.57988503875206
38.24561403508772,61.64409377035244
38.33333333333333,61.70805882876846
38.421052631578945,61.77178154005629
38.50877192982456,61.83526321928051
38.59649122807018,61.898505170583846
38.68421052631579,61.96150868733469
38.7719298245614,62.02427505227301
38.859649122807014,62.086805537653795
38.94736842105263,62.1491014053881
39.03508771929825,62.21116390718194
39.12280701754386,62.272994284672805
39.21052631578947,62.33459376956425
39.29824561403508,62.39596358368791
39.3859649122807,62.45710493919886
39.473684210526315,62.51801903872266
39.56140350877193,62.57870707545312
39.64912280701754,62.63917023327427
39.73684210526316,62.699409686880436
39.82456140350877,62.75942660189413
39.91228070175438,62.81922213498208
40.0,62.87879743396926
40.08771929824562,62.938153637951096
40.175438596491226,62.99729187739471
40.26315789473684,63.05621327416544
40.35087719298245,63.11491894176812
40.43859649122807,63.17340998542443
40.526315789473685,63.23168750215479
40.6140350877193,63.289752580879615
40.70175438596491,63.34760630251888
40.78947368421052,63.40524974009015
40.87719298245614,63.462683958805044
40.96491228070175,63.51991001616418
41.05263157894737,63.57692896205071
41.14035087719298,63.633741838822374
41.228070175438596,63.690349681402246
41.315789473684205,63.74675351736807
41.40350877192982,63.80295436704036
41.49122807017544,63.85895324356919
41.578947368421055,63.91475115301982
41.666666666666664,63.97034909442019
41.75438596491228,64.0257480593456
41.84210526315789,64.08094903274787
41.92982456140351,64.13595299294619
42.01754385964912,64.19076091155331
42.10526315789474,64.24537375355204
42.19298245614035,64.29979247737063
42.28070175438596,64.35401803495702
42.368421052631575,64.40805137185237
42.45614035087719,64.4618934272633
42.54385964912281,64.5155451341336
42.631578947368425,64.56900741921474
42.719298245614034,64.62228120313571
42.807017543859644,64.67536740047211
42.89473684210526,64.72826691981433
42.98245614035088,64.78098066383515
43.07017543859649,64.83350952935665
43.1578947368421,64.88585440737342
43.24561403508772,64.93801618220587
43.33333333333333,64.98999573280652
43.421052631578945,65.04179393281446
43.50877192982456,65.09341165028364
43.59649122807018,65.14484974774153
43.68421052631579,65.19610908224692
43.7719298245614,65.24719050544736
43.859649122807014,65.29809486363578
43.94736842105263,65.3488229978067
44.03508771929825,65.39937574371181
44.12280701754386,65.44975393191521
44.21052631578947,65.49995838784797
44.29824561403508,65.5499899318625
44.3859649122807,65.59984937928635
44.473684210526315,65.64953754047576
44.56140350877193,65.69905522086881
44.64912280701754,65.74840322100684
44.73684210526316,65.79758233541158
44.82456140350877,65.84659335406914
44.91228070175438,65.8954370626992
45.0,65.94411424228669
45.08771929824562,65.992625669127
45.175438596491226,66.04097211487094
45.263157894736835,66.08915434656925
45.35087719298245,66.13717312671659
45.43859649122807,66.1850292132954
45.526315789473685,66.23272335981935
45.6140350877193,66.2802563153765
45.70175438596491,66.3276288246722
45.78947368421052,66.37484162807176
45.87719298245614,66.42189546164293
45.96491228070175,66.4687910571981
46.05263157894737,66.51552914233649
46.14035087719298,66.56211044047299
46.228070175438596,66.60853566981119
46.315789473684205,66.65480554451752
46.40350877192982,66.70092077521412
46.49122807017544,66.74688206844404
46.578947368421055,66.79269012670652
46.666666666666664,66.83834564849208
46.754385964912274,66.88384932831744
46.84210526315789,66.92920185675996
46.92982456140351,66.97440392049207
47.01754385964912,67.0194562023154
47.10526315789473,67.06435938119466
47.19298245614035,67.1091141322915
47.280701754385966,67.15372112699805
47.368421052631575,67.19818103297042
47.45614035087719,67.24249451416212
47.54385964912281,67.28666223085726
47.63157894736842,67.33068483970133
47.719298245614034,67.37456299295519
47.80701754385965,67.41829733920572
47.89473684210526,67.46188852396581
47.98245614035088,67.50533718918567
48.070175438596486,67.54864397328087
48.1578947368421,67.59180951116042
48.24561403508772,67.63483443425436
48.33333333333333,67.67771937054138
48.421052631578945,67.72046494457626
48.50877192982456,67.763071777517
48.59649122807017,67.80554048715203
48.68421052631579,67.84787168792717
48.771929824561404,67.89006599097246
48.859649122807014,67.93212400412902
48.94736842105263,67.97404633197576
49.03508771929825,68.01583357585592
49.122807017543856,68.05748633390377
49.21052631578947,68.09900520055095
49.29824561403509,68.1403907668773
49.3859649122807,68.18164362123323
49.473684210526315,68.2227643488223
49.561403508771924,68.26375353172396
49.64912280701754,68.30461174891643
49.73684210526316,68.34533957629898
49.82456140350877,68.38593758671453
49.91228070175438,68.42640634997181
50.0,68.46674643286752
