Time (h),Lactic Acid P (g/L)
15.0,26.940818987962732
15.087719298245615,27.174532861913992
15.175438596491228,27.407426726628675
15.263157894736842,27.639477990798284
15.350877192982455,27.870666209243012
15.43859649122807,28.10097155907864
15.526315789473685,28.33037492493738
15.614035087719298,28.558857962583478
15.701754385964913,28.78640311998471
15.789473684210526,29.012993609704807
15.87719298245614,29.238613420324516
15.964912280701753,29.463247315355705
16.05263157894737,29.686880710448555
16.140350877192983,29.90949978476851
16.228070175438596,30.131091434926244
16.31578947368421,30.35164325136934
16.403508771929825,30.571143525752607
16.49122807017544,30.78958120221693
16.57894736842105,31.006945911177684
16.666666666666668,31.22322795647575
16.75438596491228,31.438418287364385
16.842105263157894,31.65250844045706
16.929824561403507,31.865490566016987
17.017543859649123,32.07735740513433
17.105263157894736,32.28810227879044
17.19298245614035,32.497719122044835
17.280701754385966,32.70620240937418
17.36842105263158,32.91354715432563
17.45614035087719,33.11974889968897
17.54385964912281,33.32480370412212
17.63157894736842,33.528708127551575
17.719298245614034,33.73145921752329
17.80701754385965,33.93305449499303
17.894736842105264,34.13349193988156
17.982456140350877,34.332769978116566
18.07017543859649,34.530887467364586
18.157894736842106,34.72784368488836
18.24561403508772,34.923638314925704
18.333333333333332,35.11827143186787
18.42105263157895,35.31174348781934
18.50877192982456,35.50405530794162
18.596491228070175,35.69520807343286
18.684210526315788,35.885203298862116
18.771929824561404,36.07404282419788
18.859649122807017,36.261728801316664
18.94736842105263,36.44826368051165
19.035087719298247,36.633650209558176
19.12280701754386,36.81789145900758
19.210526315789473,37.00099074011649
19.29824561403509,37.18295161463404
19.385964912280702,37.36377788594358
19.473684210526315,37.54347358644405
19.56140350877193,37.72204296652171
19.649122807017545,37.89949053523143
19.736842105263158,38.07582100734086
19.82456140350877,38.25103927684417
19.912280701754383,38.425150421860025
20.0,38.598159693905124
20.087719298245613,38.77007252334052
20.175438596491226,38.940894502760585
20.263157894736842,39.11063136384631
20.350877192982455,39.27928897492873
20.43859649122807,39.4468733308614
20.526315789473685,39.61339056774784
20.614035087719298,39.77884696166
20.70175438596491,39.94324887649121
20.789473684210527,40.10660277528848
20.87719298245614,40.268915211626265
20.964912280701753,40.43019283476552
21.05263157894737,40.59044240136585
21.140350877192983,40.74967072440453
21.228070175438596,40.907884682166156
21.315789473684212,41.065091211501034
21.403508771929825,41.22129730892294
21.49122807017544,41.37651005170909
21.57894736842105,41.530736546374015
21.666666666666664,41.683983935499306
21.75438596491228,41.83625939354904
21.842105263157894,41.98757012784237
21.929824561403507,42.13792338939048
22.017543859649123,42.28732645349618
22.105263157894736,42.435786598846384
22.19298245614035,42.58331111467988
22.280701754385966,42.729907296944646
22.36842105263158,42.875582472291356
22.45614035087719,43.02034396206081
22.54385964912281,43.16419907835278
22.63157894736842,43.307155126789795
22.719298245614034,43.44921940318231
22.80701754385965,43.59039919049602
22.894736842105264,43.730701761974984
22.982456140350877,43.87013437964578
23.070175438596493,44.008704283506326
23.157894736842103,44.14641869472297
23.24561403508772,44.28328481460712
23.333333333333332,44.41930982391206
23.421052631578945,44.55450087358223
23.50877192982456,44.68886504454168
23.596491228070175,44.82240940510963
23.684210526315788,44.95514099401185
23.771929824561404,45.08706681471544
23.859649122807017,45.21819383434552
23.94736842105263,45.348528982478975
24.035087719298247,45.47807913434581
24.12280701754386,45.60685112142141
24.210526315789473,45.73485173681213
24.29824561403509,45.862087728498736
24.385964912280702,45.9885657984241
24.473684210526315,46.11429260170433
24.56140350877193,46.23927474302867
24.64912280701754,46.363518772133084
24.736842105263158,46.487031192145935
24.82456140350877,46.609818455293166
24.912280701754383,46.73188696217682
25.0,46.85324306133492
25.087719298245613,46.97389304835071
25.175438596491226,47.0938431598902
25.263157894736842,47.21309957997648
25.350877192982455,47.3316684390778
25.43859649122807,47.449555812830305
25.526315789473685,47.56676772188544
25.614035087719298,47.68331013205385
25.70175438596491,47.799188949922986
25.789473684210527,47.914410025247605
25.87719298245614,48.02897915321077
25.964912280701753,48.142902072870925
26.05263157894737,48.25618446721882
26.14035087719298,48.36883196330622
26.228070175438596,48.480850131298794
26.315789473684212,48.5922444809479
26.403508771929822,48.70302046812603
26.49122807017544,48.813183492949044
26.57894736842105,48.92273889961225
26.666666666666664,49.03169197662237
26.75438596491228,49.140047957056716
26.842105263157894,49.24781201884576
26.929824561403507,49.354989283344075
27.017543859649123,49.46158481499965
27.105263157894736,49.567603624928616
27.19298245614035,49.6730506694473
27.280701754385966,49.77793085022724
27.36842105263158,49.88224901445177
27.45614035087719,49.98600995495176
27.54385964912281,50.08921841045758
27.63157894736842,50.191879072084696
27.719298245614034,50.29399657836767
27.80701754385965,50.3955755133603
27.89473684210526,50.49662040924461
27.982456140350877,50.59713574664541
28.07017543859649,50.697125954932275
28.157894736842103,50.79659541250676
28.24561403508772,50.89554844776265
28.333333333333332,50.9939893441165
28.421052631578945,51.0919223339366
28.50877192982456,51.189351600265546
28.596491228070175,51.28628127799133
28.684210526315788,51.38271545427872
28.771929824561404,51.478658168995224
28.859649122807017,51.574113415130334
28.94736842105263,51.669085140024464
29.035087719298247,51.76357724704629
29.12280701754386,51.85759359321447
29.210526315789473,51.95113799083017
29.29824561403509,52.04421420803241
29.3859649122807,52.13682596927621
29.473684210526315,52.22897695580652
29.56140350877193,52.32067080612754
29.64912280701754,52.41191111720661
29.736842105263158,52.50270144468197
29.82456140350877,52.59304530264167
29.912280701754383,52.68294616454878
30.0,52.77240746372555
30.087719298245613,52.86143259383254
30.175438596491226,52.950024909342055
30.263157894736842,53.03818772604924
30.350877192982455,53.1259243222258
30.43859649122807,53.21323793834114
30.526315789473685,53.30013177753197
30.614035087719298,53.386609006239176
30.70175438596491,53.47267275467369
30.789473684210527,53.558326117276096
30.877192982456137,53.643572153169465
30.964912280701753,53.728413886754275
31.052631578947366,53.81285430864879
31.140350877192983,53.896896375317915
31.228070175438596,53.980543009764865
31.31578947368421,54.06379710203729
31.403508771929825,54.146661509665826
31.49122807017544,54.229139058096216
31.57894736842105,54.311232541114826
31.666666666666664,54.39294472164246
31.75438596491228,54.47427833222977
31.842105263157894,54.55523607468754
31.929824561403507,54.63582062091359
32.01754385964912,54.716034613304075
32.10526315789474,54.79588066515268
32.19298245614035,54.87536136104297
32.28070175438596,54.954479257233764
32.368421052631575,55.03323688203746
32.45614035087719,55.111636736191166
32.54385964912281,55.18968129322076
32.631578947368425,55.26737300052826
32.719298245614034,55.344714280318875
32.807017543859644,55.421707527841725
32.89473684210526,55.49835511277509
32.98245614035088,55.57465937963678
33.07017543859649,55.6506226481558
33.1578947368421,55.72624721364214
33.24561403508772,55.80153534735497
33.33333333333333,55.87648929686987
33.421052631578945,55.951111286445496
33.50877192982456,56.02540351739026
33.59649122807018,56.099368167839884
33.68421052631579,56.17300739223031
33.771929824561404,56.24632332396133
33.859649122807014,56.31931807474189
33.94736842105263,56.39199373484794
34.03508771929825,56.464352373451455
34.12280701754386,56.53639603894923
34.21052631578947,56.608126759291736
34.29824561403508,56.67954654231263
34.3859649122807,56.75065737605937
34.473684210526315,56.821461229125624
34.56140350877193,56.89196005021824
34.64912280701754,56.96215576658511
34.73684210526316,57.032050288330794
34.82456140350877,57.10164550718501
34.91228070175438,57.17094329657959
35.0,57.239945511921306
35.08771929824562,57.30865399086309
35.175438596491226,57.37707055357352
35.26315789473684,57.44519700300517
35.35087719298245,57.513035125162
35.43859649122807,57.58058668936602
35.526315789473685,57.647853448183255
35.6140350877193,57.71483713638707
35.70175438596491,57.78153947356185
35.78947368421052,57.847962163573015
35.87719298245614,57.91410689461985
35.96491228070175,57.97997533945736
36.05263157894737,58.045569155615134
36.140350877192986,58.1108899856134
36.228070175438596,58.175939457176426
36.315789473684205,58.240719183443375
36.40350877192982,58.30523076317665
36.49122807017544,58.36947578089694
36.578947368421055,58.43345580667655
36.666666666666664,58.4971723969931
36.75438596491228,58.560627094749556
36.84210526315789,58.62382142939185
36.92982456140351,58.686756917091934
37.01754385964912,58.74943506092788
37.10526315789474,58.81185735106143
37.19298245614035,58.87402526491279
37.28070175438596,58.9359402673329
37.368421052631575,58.99760381077324
37.45614035087719,59.059017335436415
37.54385964912281,59.120182269294006
37.631578947368425,59.18110002845829
37.719298245614034,59.241772017302324
37.807017543859644,59.30219962858369
37.89473684210526,59.36238424359649
37.98245614035088,59.42232723232089
38.07017543859649,59.48202995357057
38.1578947368421,59.54149375513775
38.24561403508772,59.60071997393619
38.33333333333333,59.659709936141994
38.421052631578945,59.71846495732342
38.50877192982456,59.776986342450286
38.59649122807018,59.835275386190034
38.68421052631579,59.89333337302733
38.7719298245614,59.951161577358775
38.859649122807014,60.00876126361862
38.94736842105263,60.066133686402544
39.03508771929825,60.12328009058949
39.12280701754386,60.18020171146147
39.21052631578947,60.236899774821616
39.29824561403508,60.29337549711035
39.3859649122807,60.34963008551715
39.473684210526315,60.40566473802912
39.56140350877193,60.46148064361296
39.64912280701754,60.51707898232987
39.73684210526316,60.572460925420565
39.82456140350877,60.627627635409425
39.91228070175438,60.68258026620711
40.0,60.73731996321137
40.08771929824562,60.791847863406325
40.175438596491226,60.846165095460115
40.26315789473684,60.900272779821
40.35087719298245,60.95417202881079
40.43859649122807,61.00786394666193
40.526315789473685,61.061349629673266
40.6140350877193,61.11463016631539
40.70175438596491,61.167706637292916
40.78947368421052,61.22058011563149
40.87719298245614,61.27325166676349
40.96491228070175,61.3257223486123
41.05263157894737,61.3779932116754
41.14035087719298,61.430065299106126
41.228070175438596,61.48193964679421
41.315789473684205,61.5336172834451
41.40350877192982,61.58509923065817
41.49122807017544,61.63638650300362
41.578947368421055,61.687480108098455
41.666666666666664,61.73838104668119
41.75438596491228,61.789090312685644
41.84210526315789,61.83960889331354
41.92982456140351,61.88993776904508
42.01754385964912,61.940077913500836
42.10526315789474,61.99003029395975
42.19298245614035,62.03979587126406
42.28070175438596,62.089375599852154
42.368421052631575,62.13877042782349
42.45614035087719,62.187981297002594
42.54385964912281,62.237009143002105
42.631578947368425,62.28585489528482
42.719298245614034,62.33451947722482
42.807017543859644,62.38300380616772
42.89473684210526,62.43130879348994
42.98245614035088,62.479435344657176
43.07017543859649,62.52738435928197
43.1578947368421,62.57515673118042
43.24561403508772,62.622753348428105
43.33333333333333,62.67017509341514
43.421052631578945,62.71742284290046
43.50877192982456,62.76449746800025
43.59649122807018,62.811399834269565
43.68421052631579,62.85813080184681
43.7719298245614,62.904691225441866
43.859649122807014,62.95108195438577
43.94736842105263,62.997303832679776
44.03508771929825,63.0433576990436
44.12280701754386,63.089244386962996
44.21052631578947,63.13496472473655
44.29824561403508,63.18051953552176
44.3859649122807,63.22590963738038
44.473684210526315,63.27113584332309
44.56140350877193,63.31619896135342
44.64912280701754,63.361099794511034
44.73684210526316,63.40583914091428
44.82456140350877,63.45041779380206
44.91228070175438,63.49483654157506
45.0,63.53909616785029
45.08771929824562,63.58319745165061
45.175438596491226,63.62714116720992
45.263157894736835,63.670928084051994
45.35087719298245,63.71455896707
45.43859649122807,63.75803457656488
45.526315789473685,63.801355668283165
45.6140350877193,63.84452299345418
45.70175438596491,63.88753729882669
45.78947368421052,63.93039932670505
45.87719298245614,63.973109814984674
45.96491228070175,64.01566949718705
46.05263157894737,64.05807910249412
46.14035087719298,64.10033935578224
46.228070175438596,64.14245097765539
46.315789473684205,64.18441468447799
46.40350877192982,64.22623118840717
46.49122807017544,64.26790119742438
46.578947368421055,64.30942541547316
46.666666666666664,64.35080454258576
46.754385964912274,64.39203927452843
46.84210526315789,64.433130303021
46.92982456140351,64.47407831577773
47.01754385964912,64.51488399653758
47.10526315789473,64.55554802509413
47.19298245614035,64.59607107732498
47.280701754385966,64.63645382522081
47.368421052631575,64.67669693691398
47.45614035087719,64.71680107670669
47.54385964912281,64.75676690509869
47.63157894736842,64.7965950788147
47.719298245614034,64.83628625083122
47.80701754385965,64.87584107040304
47.89473684210526,64.91526018308929
47.98245614035088,64.95454423077906
48.070175438596486,64.99369385172082
48.1578947368421,65.03270968078408
48.24561403508772,65.07159234921966
48.33333333333333,65.11034248460867
48.421052631578945,65.14896071100276
48.50877192982456,65.1874476489489
48.59649122807017,65.22580391551408
48.68421052631579,65.26403012430949
48.771929824561404,65.30212688551445
48.859649122807014,65.34009480590007
48.94736842105263,65.37793448885249
49.03508771929825,65.41564653439595
49.122807017543856,65.4532315392153
49.21052631578947,65.4906900966785
49.29824561403509,65.52802279685858
49.3859649122807,65.56523022655526
49.473684210526315,65.60231296931647
49.561403508771924,65.63927160545931
49.64912280701754,65.67610671213562
49.73684210526316,65.7128188635162
49.82456140350877,65.74940863046719
49.91228070175438,65.78587658069223
50.0,65.8222232787803
